X,MAG,time_0,time_168,time_24,time_3,time_48,time_72,max_time,strategy_broad,ENC,riboENC,deltaENC,ribo_cts,gc,bp,all_A,all_C,all_G,all_T,taxonomy,domain,phylum,family,ribo_A_mean,ribo_C_mean,ribo_G_mean,ribo_T_mean,ribo_gene_length,ribo_GC,ribo_GC_skew,ribo_AT_skew,ribo_aa_cn,ribo_AA_mean_cost,degen_GC,degen_GCskew,degen_ATskew,nsA,nsC,nsG,nsT,nstotal,nsGC,nsGC_skew,nsAT_skew
108,12C18O_168h_100_P16_coass_bin.28,0,0.25,0.333333333333333,0.423076923076923,0.541666666666667,0.416666666666667,48,Middle Responders,45.47385491550265,41.01883139085524,0.09796889955614102,57,69.09285931300381,4864714,752861,1679427,1681743,750683,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.1909559793690776,0.34132981488145214,0.3360521370596937,0.13166206868977648,438.7894736842105,0.677381951941146,-0.0077912879235037084,0.18378981286404764,3.2529373368146213,22.320692985633222,0.944444444444444,-0.258426966292135,-0.179775280898876,0.22557324375639,0.246896451000438,0.318387615013875,0.209142690229297,13694,0.565284066014313,0.126469448391681,0.0377960692088023
109,12C18O_168h_100_P16_coass_bin.36,0,0.32,0.125,0.291666666666667,0.473684210526316,0.388888888888889,48,Middle Responders,48.22691045477257,44.958773697700295,0.06776583293962302,60,68.30927022687558,5571115,884816,1901016,1904572,880711,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__,d__Bacteria,p__Myxococcota,f__40CM,0.20813433401561668,0.32412250777044954,0.3411795921461603,0.12656356606777347,439.7,0.6653020999166098,0.025638103919781264,0.24371460928652317,3.257836747361887,22.37042592168537,0.903071875932001,-0.119550858652576,0.0215384615384615,0.248557725724612,0.237992632237437,0.3141030096615,0.199346632376451,14387,0.552095641898937,0.137857232783583,0.109869646182495
110,12C18O_168h_100_P16_coass_bin.4,0,0.286516853932584,0.352380952380952,0.218390804597701,0.409448818897638,0.3515625,48,Middle Responders,50.43523505360554,42.18582665603538,0.16356438884050406,34,63.02227425646362,5300783,980444,1670014,1670660,979665,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.20254794334891912,0.329945110794877,0.30988683336721556,0.15762011248898825,434.02941176470586,0.6398319441620927,-0.03134929040457526,0.12474129821260586,3.2792081949058693,22.443599182004093,0.827891532927504,-0.347593582887701,-0.639871382636656,0.235637901019647,0.244963939318577,0.305023625963691,0.214374533698085,8042,0.549987565282268,0.109201899163464,0.0472506217187069
111,12C18O_168h_50_P09_coass_bin.11,0,0.137931034482759,0.307692307692308,0.0357142857142857,0.368421052631579,0.388888888888889,72,Middle Responders,48.84236864028833,46.41366519585591,0.04972534117497864,51,62.94414831959796,4278976,794289,1351214,1342151,791322,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__Sulfurifustis;s__,d__Bacteria,p__Proteobacteria,f__Sulfurifustaceae,0.22043246937082053,0.29194123102455216,0.33069751549763265,0.15692878410699465,401.70588235294116,0.6226387465221848,0.06224521793665727,0.16828353382486105,3.2256828453527215,22.601534375922103,0.841834717279557,0.0624706434945984,-0.105,0.244347126642238,0.230404861917955,0.315935293591921,0.209312717847886,11189,0.546340155509876,0.156551611320137,0.0772261623325453
112,12C18O_168h_50_P09_coass_bin.15,0,0.0909090909090909,0.3,0.181818181818182,0.333333333333333,0.142857142857143,48,Middle Responders,48.088140744826376,44.32170499649993,0.0783235885186861,54,65.40665933954854,5836765,1014085,1909375,1908258,1005047,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__,d__Bacteria,p__Proteobacteria,f__Xanthobacteraceae,0.20564811227345126,0.31912695337724395,0.3332902836971028,0.14193465065220198,430.1666666666667,0.6524172370743467,0.021709006928406525,0.18330443398563281,3.2253679653679654,22.4746944083225,0.902626970227671,-0.131548311990687,-0.0215827338129496,0.234730538922156,0.241197604790419,0.313453093812375,0.21061876247505,12525,0.554650698602794,0.130272059881963,0.0541412692721406
113,12C18O_168h_50_P09_coass_bin.21,0,0.148514851485149,0.122448979591837,0.0714285714285714,0.174603174603175,0.15625,48,Middle Responders,51.008155709025175,45.900814864052506,0.10012792609298352,48,60.711129374120944,3971598,781463,1205233,1205969,778933,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,d__Bacteria,p__Proteobacteria,f__Xanthobacteraceae,0.21506676744771977,0.30062988158226256,0.3206853111615016,0.16361803980851597,413.4375,0.6213151927437642,0.032278994322789877,0.13586161011310707,3.2198538367844094,22.5703805175038,0.81565147236789,-0.193867457962413,-0.304157549234136,0.237985425698736,0.229314638870953,0.321003597454109,0.211696337976201,10841,0.550318236325062,0.166610794502179,0.0584615384615385
114,12C18O_168h_50_P10_coass_bin.11,0,0.2,0.428571428571429,0.333333333333333,0.230769230769231,0.214285714285714,24,Middle Responders,45.3977376330077,41.506097811020986,0.08572321055834264,63,69.09435769915095,4851496,750100,1678395,1673715,749286,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.19401569056741472,0.3399744572158365,0.33475643130815547,0.13125342090859332,435,0.674730888523992,-0.007733491969065997,0.19295490240071803,3.246215793005742,22.272198347107437,0.94029428409734,-0.234426722840807,-0.213270142180095,0.230472131584205,0.24685356595858,0.315708863288273,0.206965439168942,15017,0.562562429246854,0.122395833333333,0.0537372507230933
115,12C18O_168h_50_P10_coass_bin.6,0,0.0645161290322581,0,0.1,0.148148148148148,0.107142857142857,48,Middle Responders,45.92484403534315,42.82989107865095,0.06739169226814058,41,71.87927970157389,3511489,494464,1264858,1259175,492992,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__VFJN01;s__,d__Bacteria,p__Actinobacteriota,f__JACDCH01,0.18659211752452992,0.3632078057337061,0.33218220687386946,0.1180178698678945,444.9512195121951,0.6953900126075756,-0.044616112249724074,0.22512146841821132,3.2344486862789132,21.962975835815957,0.927265170407315,-0.403854773644106,-0.371428571428571,0.221494370522006,0.257420675537359,0.326407369498465,0.19467758444217,9770,0.583828045035824,0.118162692847125,0.0644367929168716
116,12C18O_168h_50_P10_coass_bin.8,0,-0.192307692307692,0.15,0.153846153846154,0.12,0.0384615384615385,3,Early Responders,48.24886835692186,44.59754626124098,0.07567684424575852,30,69.30551437692914,3022064,461502,1050524,1043933,466105,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__SPCO01;s__,d__Bacteria,p__Chloroflexota,f__CSP1,0.18696753396269855,0.35098626141683936,0.33778494128482617,0.12426126333563588,434.3,0.6887712027016655,-0.019166480944952075,0.2014796547472256,3.2394118587182357,21.43689455388181,0.89893914014517,-0.26832298136646,-0.0386740331491713,0.210928489042676,0.267877739331027,0.326268742791234,0.194925028835063,6936,0.594146482122261,0.098277117204562,0.0394316163410302
117,12C18O_168h_50_P13_coass_bin.12,0,0.142857142857143,0.272727272727273,0.0714285714285714,0.194444444444444,0.166666666666667,24,Middle Responders,46.824246754266696,44.31498575191833,0.05358892403580885,49,71.63672246809746,3347226,477473,1198996,1198847,471910,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__,d__Bacteria,p__Actinobacteriota,f__Solirubrobacteraceae,0.17905252689630233,0.3595967814844951,0.3426905343097369,0.11866015730946566,451.46938775510205,0.702287315794232,-0.024073120494335784,0.20285453993319172,3.138709677419355,21.907097038351303,0.934890304317056,-0.304314912944739,-0.173913043478261,0.202382993313904,0.26718669638265,0.333533344762558,0.196896965540888,11666,0.600720041145208,0.110445205479452,0.0137398024903392
118,12C18O_168h_50_P13_coass_bin.13,0,0.25,0,0.05,0.1,0.3,72,Middle Responders,52.33313694292019,46.43672544705181,0.11267070617799198,38,58.41959707802332,4303662,894641,1257840,1256342,894839,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Povalibacter;s__,d__Bacteria,p__Proteobacteria,f__Steroidobacteraceae,0.22368788386376326,0.28678112786152987,0.3073003908431044,0.18223059743160247,377.05263157894734,0.5940815187046342,0.03453947368421051,0.10213204951856943,3.204910029292789,22.670858830977,0.694846554719166,-0.0683333333333333,-0.309297912713473,0.246138262851355,0.238414788554064,0.306153456571284,0.209293492023297,7898,0.544568245125348,0.124389676819344,0.0809007506255213
119,12C18O_168h_50_P13_coass_bin.18,0,0.142857142857143,0.526315789473684,0.428571428571429,0.476190476190476,0.25,24,Middle Responders,45.51157180415095,41.8832589303931,0.07972286453589203,63,69.01983805190508,4832783,747758,1668770,1666809,749446,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.19119274175702589,0.33971380098841925,0.3359887880799587,0.13310466917459615,430.3809523809524,0.6757025890683779,-0.005512799519676849,0.17911975435005117,3.235152427549868,22.21054038997214,0.938200632365622,-0.245710784313725,-0.265116279069767,0.224976487975279,0.248354158269515,0.319427650141072,0.207241703614134,14886,0.567781808410587,0.125177472787506,0.0410320174075225
120,12C18O_168h_50_P13_coass_bin.21,0,0.103448275862069,-0.137931034482759,0.0178571428571429,0.0714285714285714,0.05,168,Late Responders,54.02797934084988,49.3660853823243,0.08628666138177746,44,51.38855040634951,2835367,690977,729754,727300,687336,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__,d__Bacteria,p__Acidobacteriota,f__Pyrinomonadaceae,0.27767958305007934,0.23834126444595513,0.2917289825515522,0.1922501699524133,501.47727272727275,0.5300702469975074,0.10071819425444593,0.18179187964123839,3.354548041354453,22.46746444201313,0.576136363636364,-0.00723208415516108,-0.0741733690795353,0.273018549747049,0.21787521079258,0.296205733558179,0.212900505902192,11860,0.514080944350759,0.15237001804166,0.123720284574007
121,12C18O_168h_50_P13_coass_bin.24,0,0.428571428571429,0.109090909090909,0.0204081632653061,0.227272727272727,0.416666666666667,168,Late Responders,46.0038896105988,44.44208377478333,0.03394943012504853,26,67.34094679515854,3684176,604585,1240408,1240551,598632,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__,d__Bacteria,p__Proteobacteria,f__SG8,0.21105730427764327,0.32213478611783697,0.3315173527037934,0.13529055690072636,381.2307692307692,0.6536521388216303,0.014354066985645956,0.21875910282551717,3.189458973847075,22.845487804878047,0.909240924092409,-0.0744101633393829,-0.0545454545454545,0.245804905034114,0.233265720081136,0.31237322515213,0.20855614973262,5423,0.545638945233266,0.144981412639405,0.0819805194805195
122,12C18O_168h_50_P13_coass_bin.28,0,0.142857142857143,0.5,0.346153846153846,0.411764705882353,0.222222222222222,24,Middle Responders,48.39664396769699,42.04535007853357,0.13123418006840876,44,63.88387630688048,3313329,598050,1058317,1058366,598596,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.20417760279965005,0.3199912510936133,0.3125546806649169,0.16327646544181976,415.6363636363636,0.6325459317585302,-0.011756569847856202,0.11130952380952389,3.279302587176603,22.320267591674924,0.807017543859649,-0.335869565217391,-0.704545454545455,0.234661354581673,0.239442231075697,0.309760956175299,0.216135458167331,10040,0.549203187250996,0.12803772216177,0.0410958904109589
123,12C18O_168h_50_P13_coass_bin.3,0,0.0882352941176471,0.368421052631579,0.0294117647058824,0.28,0.214285714285714,24,Middle Responders,45.52241887407747,45.00253881120964,0.011420308404654446,47,70.76857411332583,2476417,360738,876194,876331,363154,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-32;s__,d__Bacteria,p__Actinobacteriota,f__Gaiellaceae,0.18680252304706454,0.33119844735565257,0.36322173702086363,0.1187772925764192,438.51063829787233,0.6944201843765162,0.04611514812744551,0.222610352492855,3.2221565148827125,21.757142857142856,0.918622255866768,-0.072929542645241,-0.116279069767442,0.202919020715631,0.267231638418079,0.330225988700565,0.199623352165725,10620,0.597457627118644,0.105437352245863,0.00818713450292399
124,12C18O_168h_50_P13_coass_bin.4,0,0.142857142857143,0.324324324324324,0.19047619047619,0.3,0.2,24,Middle Responders,46.85828875280112,45.62557962751451,0.026307173353890663,52,70.51444110310639,2667594,394437,941533,939506,392118,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__,d__Bacteria,p__Chloroflexota,f__CSP1,0.18492148253629206,0.34733594398955736,0.34385506902416835,0.12388750444998219,486.1730769230769,0.6911910130137259,-0.005036053565296993,0.1976431407711029,3.2325409836065573,21.559018741793004,0.902649769585253,-0.213784301212508,-0.130177514792899,0.210795202132386,0.26499333629498,0.328520657485562,0.195690804087072,13506,0.593513993780542,0.107035928143713,0.0371584699453552
125,12C18O_168h_50_P13_coass_bin.5,0,-0.0258620689655172,0.295522388059701,0.38646288209607,0.149333333333333,0.0882352941176471,3,Early Responders,46.63811040365444,44.673547883376905,0.04212354452773014,46,71.48623967522697,3146074,448348,1127200,1121810,448716,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__,d__Bacteria,p__Actinobacteriota,f__Propionibacteriaceae,0.1808955223880597,0.3546268656716418,0.33228855721393036,0.13218905472636813,436.95652173913044,0.6869154228855722,-0.03251973636561166,0.15556968059748935,3.2571634714491857,21.940534855769233,0.898529411764706,-0.349427168576105,-0.557971014492754,0.218202059560256,0.250208739215141,0.323963261898135,0.207625939326468,10779,0.574172001113276,0.128453708191954,0.0248366013071895
126,12C18O_24h_100_P08_coass_bin.27,0,0.303030303030303,0.136363636363636,0.09375,0.266666666666667,0.233333333333333,168,Late Responders,45.260514751036894,41.03400963663922,0.09338172881254844,52,69.26025210093026,4672335,723189,1617134,1618937,713075,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.1909218736268565,0.343263907197469,0.3348273134721856,0.13098690570348887,437.65384615384613,0.6780912206696545,-0.012441679626749642,0.1861861861861863,3.230927282472753,22.266861313868613,0.944024725274725,-0.25427428155693,-0.165644171779141,0.22409367982034,0.249919794674366,0.318254732114212,0.207731793391081,12468,0.568174526788579,0.120271033314512,0.037890044576523
127,12C18O_24h_100_P08_coass_bin.28,0,0.2,0.413793103448276,0.025,0.382352941176471,0.4375,72,Middle Responders,45.18785126093565,45.19838178833392,-2.3303890546727668e-4,23,69.60627250323883,3425618,523725,1192609,1191836,517448,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__,d__Bacteria,p__Actinobacteriota,f__Gaiellaceae,0.1902097902097902,0.3368764568764569,0.34685314685314683,0.12606060606060604,466.30434782608694,0.6837296037296037,0.014591572344197402,0.20283018867924535,3.2508081384293592,21.88400900900901,0.899259259259259,-0.0444810543657331,0.0882352941176471,0.20368031751759,0.27530218293343,0.314811473931084,0.206206025617896,5543,0.590113656864514,0.0669520024457353,-0.00616197183098592
128,12C18O_24h_100_P08_coass_bin.29,0,0.062992125984252,0.392523364485981,0.5,0.182608695652174,0.155172413793103,3,Early Responders,45.91670789950089,42.734742953025375,0.0692986298895811,36,72.62508055520074,3812603,524487,1387126,1381780,519210,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,d__Bacteria,p__Actinobacteriota,f__Dermatophilaceae,0.18716277766099082,0.364165090042744,0.3226823628337187,0.12598976946254642,396.4166666666667,0.6868474528764628,-0.060395837584166494,0.19534571492503916,3.2574675797756085,21.93295935647756,0.908860759493671,-0.439554317548747,-0.533333333333333,0.228180997808431,0.254737656310429,0.319711228567745,0.197370117313394,7757,0.574448884878175,0.11310592459605,0.0724023023326265
129,12C18O_24h_100_P14_coass_bin.13,0,0.0909090909090909,0.533333333333333,0,0.421052631578947,0.277777777777778,24,Middle Responders,56.94566697587936,57.51933294817151,-0.010073917872191116,28,36.26729962174916,2259876,715499,412067,407529,724781,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5893;s__,d__Archaea,p__Thermoproteota,f__Nitrososphaeraceae,0.3572817043775756,0.16748308840681128,0.240650027214058,0.23458518000155507,459.32142857142856,0.4081331156208693,0.17927224233187278,0.20730425643720446,3.3739916101968377,23.001408781404084,0.274853801169591,-0.138297872340426,0.0907258064516129,0.301761136599082,0.180109516057422,0.28059789847565503,0.237531448867841,6757,0.460707414533077,0.218117571474462,0.119099890230516
130,12C18O_24h_100_P14_coass_bin.16,0,0.166666666666667,-0.2,-0.125,0,0,168,Late Responders,44.68295734337266,44.37547456917888,0.006881432932714897,25,73.85800492195665,4212146,551204,1554791,1556216,549935,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__,d__Bacteria,p__Actinobacteriota,f__,0.17152292152292153,0.3761655011655012,0.3412975912975913,0.11101398601398599,411.84,0.7174630924630925,-0.04859888994178965,0.21416294259195615,3.164332215427106,21.442647490460818,0.958600999286224,-0.478778853313477,0.103448275862069,0.196067415730337,0.268352059925094,0.340823970037453,0.194756554307116,5340,0.609176029962547,0.118967107285583,0.00335409678965024
131,12C18O_24h_100_P14_coass_bin.33,0,0.0740740740740741,0.181818181818182,0.307692307692308,0.25,0.208333333333333,3,Early Responders,45.17343446428978,41.95168012725797,0.07131966774805766,55,69.31795065722271,4566869,701336,1582811,1582849,699873,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.19247197010144154,0.34165331909592456,0.33449012279765084,0.13138458800498307,408.6545454545454,0.6761434418935754,-0.010594196222938747,0.188624811100426,3.19906868451688,22.316090872429093,0.935573259438864,-0.239540910773787,-0.258064516129032,0.227258038455324,0.25044433672645,0.319356923574083,0.202940701244143,12378,0.569801260300533,0.120941443357437,0.0565258215962441
132,12C18O_24h_100_P16_coass_bin.16,0,0.129032258064516,0.2,0.451612903225806,0.0566037735849057,0.153846153846154,3,Early Responders,49.16287021833164,42.53787072722082,0.134756157679348,34,63.474498424662826,3610973,661751,1146831,1145216,657175,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.2034785172083425,0.32478443510944066,0.3093816788267374,0.16235536885547938,399.0882352941176,0.63416611393617806,-0.024288204532248767,0.11240934730056402,3.2611637347767255,22.51977728285078,0.80955223880597,-0.328908554572271,-0.667711598746082,0.237331194009894,0.243214333467041,0.307394036635914,0.212060435887151,7479,0.550608370102955,0.116561437591064,0.0562332639095507
133,12C18O_48h_100_P08_coass_bin.1,0,0.573053892215569,0.238095238095238,-0.055352798053528,0.342692584593233,0.465116279069767,168,Late Responders,54.612096277869576,51.42382287837406,0.05838035191459033,51,62.667455375683225,4789261,892043,1495652,1505656,895910,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__,d__Bacteria,p__Actinobacteriota,f__Propionibacteriaceae,0.2106326285026646,0.3029052776345195,0.32422210761560943,0.16223998624720645,456.2352941176471,0.6271273852501289,0.03399122807017545,0.1297833102812356,3.2527910685805423,21.95967553536665,0.725649350649351,-0.229530201342282,-0.192899408284024,0.227940579592499,0.244825066969722,0.321617014368049,0.20561733906973,12319,0.566442081337771,0.135568930925767,0.0514884853023778
134,12C18O_48h_100_P08_coass_bin.15,0,0.0384615384615384,0.0789473684210526,0.0192307692307692,0.116279069767442,0.0238095238095238,48,Middle Responders,46.68373158667886,44.55973523779392,0.04549757006766392,54,71.70993976805123,3307713,468003,1186377,1185582,467751,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__,d__Bacteria,p__Actinobacteriota,f__Solirubrobacteraceae,0.17982300884955751,0.3584660766961652,0.34466076696165193,0.11705014749262535,470.8333333333333,0.7031268436578171,-0.019634166806511155,0.21144674085850562,3.178486810930343,21.773296129185468,0.937652811735941,-0.284876140808344,-0.0784313725490196,0.20007544322897,0.273255375330064,0.328630705394191,0.198038476046775,13255,0.601886080724255,0.0920030082727501,0.00511654349061967
135,12C18O_48h_100_P08_coass_bin.19,0,0.136363636363636,0.2,-0.0909090909090909,0.285714285714286,0.227272727272727,48,Middle Responders,46.07232621082881,44.732011424672606,0.02909153707635408,48,69.27906115685252,2379439,367258,823883,824570,363728,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__,d__Bacteria,p__Actinobacteriota,f__Gaiellaceae,0.19536546856134485,0.33087210922262467,0.3476827342806724,0.12607968793535804,448.625,0.6785548435032971,0.02477415822611555,0.21554464027737646,3.208005249343832,21.98858505118497,0.904848705796573,-0.0934730056406124,-0.0114942528735632,0.217509898812143,0.257721073471183,0.322833260008799,0.201935767707875,11365,0.580554333479982,0.112155198545014,0.0371302706104469
136,12C18O_48h_100_P08_coass_bin.2,0,0.125,0.416666666666667,0.58695652173913,0.285714285714286,0.261904761904762,3,Early Responders,45.331633592692,41.76866248901119,0.07859789778798534,56,69.18510586712357,4693714,723740,1625331,1622020,722623,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.1880794701986755,0.3435279951836243,0.3388721653622316,0.1295203692554686,444.9107142857143,0.682400160545856,-0.006822726738030816,0.18438013395678002,3.224850617991323,22.18095988365047,0.932436563741975,-0.264262295081967,-0.375565610859729,0.222685998828354,0.24721734036321,0.327108963093146,0.20298769771529,13656,0.574326303456356,0.139104934336351,0.0462755891966282
137,12C18O_48h_100_P08_coass_bin.28,0,0.28169014084507,0.244444444444444,0.185714285714286,0.290909090909091,0.344827586206897,72,Middle Responders,48.0920708725512,40.93721926963607,0.14877403848705545,50,61.0166408861476,6284461,1226079,1921450,1913117,1223815,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium_leguminosarum_I,d__Bacteria,p__Proteobacteria,f__Rhizobiaceae,0.21972210202413578,0.309245636809462,0.2953507380162508,0.17568152315015143,415.98,0.6045963748257128,-0.0229821073558648,0.11138132295719853,3.2464501069830773,22.587127705942176,0.72849025974026,-0.388300835654596,-0.485799701046338,0.242785720550829,0.234979387773002,0.30488553635646,0.217349355319709,11401,0.539864924129462,0.12948822095857,0.0552802134959969
138,12C18O_48h_100_P08_coass_bin.32,0,0.212962962962963,0.358974358974359,0.416666666666667,0.303370786516854,0.293478260869565,3,Early Responders,44.04472951070875,42.75577071855787,0.029264768031723072,47,73.10444161725425,4818290,649937,1762346,1760038,645969,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__,d__Bacteria,p__Myxococcota,f__Anaeromyxobacteraceae,0.188515490967807,0.3372691492582501,0.35230598445857303,0.12190937531536987,421.6595744680851,0.6895751337168232,0.021805941753256272,0.21456436931079312,3.247206125827814,22.344808659856685,0.960272417707151,-0.127659574468085,-0.466666666666667,0.232992118851345,0.244043844551137,0.324032974001268,0.19893106259625,11039,0.568076818552405,0.140806888853452,0.0788590604026846
139,12C18O_48h_100_P08_coass_bin.33,0,0.4,0.28,0.294117647058824,0.296296296296296,0.384615384615385,168,Late Responders,48.08732067199972,44.19251490770799,0.08099444323084523,56,68.41772270035604,5143144,816468,1756347,1762475,807854,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__,d__Bacteria,p__Myxococcota,f__40CM,0.2105195965785778,0.32622664794246564,0.33758883356738584,0.1256649219115707,419.625,0.6638154815098515,0.01711648182575804,0.25240506329113926,3.239391857069232,22.641432060676173,0.912268677176148,-0.116453794139745,0.0234375,0.256023628167263,0.236748018032022,0.308098865226178,0.199129488574538,12866,0.5448468832582,0.13095577746077,0.125
140,12C18O_48h_100_P16_coass_bin.16,0,0.25,0.257142857142857,0.296296296296296,0.227272727272727,0.318181818181818,72,Middle Responders,49.42287746753371,41.421562214558016,0.1618949697583234,45,63.283877688064486,4436231,815184,1403180,1404239,813628,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__,d__Bacteria,p__Proteobacteria,f__Beijerinckiaceae,0.2044558149451018,0.32064811853746933,0.3120669438226202,0.16282912269480862,416.93333333333334,0.6327150623600895,-0.013562463145480562,0.11333623566971418,3.289824945295405,22.459797134116886,0.815471045808124,-0.338632750397456,-0.686182669789227,0.236232730103133,0.238567814749951,0.307063631056626,0.21813582409029,10278,0.545631445806577,0.125534950071327,0.0398286937901499
141,12C18O_48h_100_P16_coass_bin.34,0,0.297872340425532,0.59375,0.434782608695652,0.461538461538462,0.45,24,Middle Responders,46.92748499330483,45.2131541096489,0.03653148861270782,38,69.64336689398849,5604976,855188,1947613,1955881,846294,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__,d__Bacteria,p__Acidobacteriota,f__UBA5704,0.20074601559850797,0.3281112241437775,0.33780942692438115,0.13333333333333333,388.0263157894737,0.6659206510681587,0.014563601181383081,0.20178643930166462,3.203426413058141,22.62069248104896,0.929947460595447,-0.241682360326428,-0.0833333333333333,0.240683628887176,0.221151374967875,0.318041634541249,0.220123361603701,7782,0.539193009509124,0.179694947569114,0.0446179587283882
142,12C18O_72h_100_P08_coass_bin.4,0,-0.0350877192982456,0.35,0.537037037037037,0.0212765957446809,-0.0208333333333333,3,Early Responders,45.90796241478151,42.77381814435596,0.06827016721213519,28,72.83711091595497,3254374,441097,1187503,1182889,442885,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinibacter;s__,d__Bacteria,p__Actinobacteriota,f__Dermatophilaceae,0.18497876857749468,0.3662420382165605,0.32820240622788394,0.12057678697806085,403.7142857142857,0.6944444444444445,-0.05477707006369423,0.21077012159814712,3.2560162902628655,21.642608928094095,0.921728240450845,-0.43070652173913,-0.616,0.22763565259899,0.259573081310086,0.321655532018902,0.191135734072022,6137,0.581228613328988,0.106812447434819,0.08715953307393
